Date,High,Low,Open,Close,Volume,Adj Close
29/03/2006,2.232857227,2.059642792,2.11178565,2.226071358,2346834000,1.904727936
30/03/2006,2.260714293,2.19749999,2.24357152,2.241071463,1390650800,1.917562008
31/03/2006,2.271785736,2.222857237,2.258928537,2.24000001,815357200,1.916645646
03/04/2006,2.289999962,2.236071348,2.273928642,2.237499952,815791200,1.914506078
04/04/2006,2.222142935,2.180357218,2.217857122,2.184642792,931924000,1.869279742
05/04/2006,2.400357246,2.291071415,2.311071396,2.400357246,2233408800,2.053854942
06/04/2006,2.573214293,2.435714245,2.439285755,2.544285774,2663768800,2.177005768
07/04/2006,2.543214321,2.445357084,2.533214331,2.492500067,1545238800,2.132696152
10/04/2006,2.533214331,2.444642782,2.510357141,2.452500105,903515200,2.098470688
11/04/2006,2.474999905,2.395357132,2.463928461,2.428214312,939316000,2.077689886
12/04/2006,2.434642792,2.367857218,2.428928614,2.382499933,739894400,2.038575411
13/04/2006,2.408571482,2.350357056,2.369285822,2.373928547,734678000,2.031241179
17/04/2006,2.387142897,2.298214197,2.375357151,2.314642906,721938000,1.980513692
18/04/2006,2.373928547,2.313928604,2.322857141,2.36500001,794844400,2.023601055
19/04/2006,2.392857075,2.338214397,2.386428595,2.344642878,1086033200,2.006182194
20/04/2006,2.5,2.364285707,2.482500076,2.415357113,1666982800,2.066689968
21/04/2006,2.451428652,2.373928547,2.435357094,2.394285679,788986800,2.048660278
24/04/2006,2.390000105,2.339285612,2.387500048,2.348214388,707028000,2.009238958
25/04/2006,2.378214359,2.341428518,2.355714321,2.363214254,529062800,2.022073269
26/04/2006,2.438571453,2.37142849,2.380357027,2.43392849,710886400,2.082578897
27/04/2006,2.494999886,2.405357122,2.418928623,2.477142811,845947200,2.119556189
28/04/2006,2.54642868,2.471428633,2.477857113,2.513928652,760037600,2.151031256
01/05/2006,2.555000067,2.470000029,2.527499914,2.485714197,750380400,2.126889706
02/05/2006,2.570714235,2.503928661,2.505357027,2.557857037,771663200,2.188617706
03/05/2006,2.569642782,2.50642848,2.565357208,2.540714264,686991200,2.173950434
04/05/2006,2.603214264,2.516428471,2.543571472,2.540357113,860420400,2.173644781
05/05/2006,2.580357075,2.541071415,2.566428661,2.567500114,563911600,2.196870327
08/05/2006,2.635714293,2.561428547,2.606785774,2.567500114,594851600,2.196870327
09/05/2006,2.591428518,2.522142887,2.565000057,2.536785603,531666800,2.170588493
10/05/2006,2.547499895,2.486071348,2.546071529,2.521428585,459888800,2.157448053
11/05/2006,2.529999971,2.412499905,2.528214216,2.43392849,812688800,2.082578897
12/05/2006,2.453214169,2.387857199,2.423214197,2.41785717,641774000,2.068828821
15/05/2006,2.442142963,2.397142887,2.406071424,2.421071529,529177600,2.071578264
16/05/2006,2.4375,2.3125,2.432142973,2.320714235,936740000,1.985707998
17/05/2006,2.346428633,2.288214207,2.311071396,2.330714226,754194000,1.994264722
18/05/2006,2.366428614,2.254285812,2.345714331,2.25642848,658442400,1.930702448
19/05/2006,2.317142963,2.24357152,2.259285688,2.303928614,985866000,1.971345067
22/05/2006,2.285357237,2.241785765,2.281071424,2.263571501,718975600,1.936814308
23/05/2006,2.328214169,2.25,2.316428661,2.255357027,694414000,1.929785609
24/05/2006,2.27321434,2.198571444,2.249642849,2.262142897,916031200,1.935592175
25/05/2006,2.301785707,2.260357141,2.295000076,2.297499895,463372000,1.965845227
26/05/2006,2.305714369,2.255000114,2.296785831,2.26964283,432950000,1.942009568
30/05/2006,2.260714293,2.186428547,2.260357141,2.186428547,563402000,1.870806932
31/05/2006,2.206785679,2.096071482,2.205714226,2.134642839,1280977600,1.82649684
01/06/2006,2.224285603,2.125714302,2.137500048,2.22035718,942508000,1.899838209
02/06/2006,2.25357151,2.17428565,2.249642849,2.202142954,685787200,1.884253621
05/06/2006,2.18392849,2.141785622,2.18392849,2.142857075,605785600,1.833525777
06/06/2006,2.165357113,2.103928566,2.150714397,2.132857084,726037200,1.824969649
07/06/2006,2.157142878,2.083928585,2.146428585,2.091428518,750506400,1.789521098
08/06/2006,2.176071405,2.041071415,2.087142944,2.170000076,1397482800,1.856750369
09/06/2006,2.198571444,2.110714197,2.184999943,2.115714312,775838000,1.810301423
12/06/2006,2.133214235,2.034285784,2.12142849,2.035714388,717785600,1.741849542
13/06/2006,2.110714197,2.048571348,2.057499886,2.083214283,1080643200,1.782492757
14/06/2006,2.099285603,2.024642944,2.081428528,2.057499886,878136000,1.760490894
15/06/2006,2.133571386,2.026785612,2.04642868,2.120714188,1190383600,1.814579606
16/06/2006,2.113928556,2.054285765,2.105714321,2.055714369,838101600,1.758962393
19/06/2006,2.077857256,2.035714388,2.065357208,2.04285717,704575200,1.747960806
20/06/2006,2.083928585,2.046071529,2.057499886,2.05250001,672974400,1.756212115
21/06/2006,2.096785784,2.04642868,2.062142849,2.066428661,863296000,1.768130422
22/06/2006,2.133928537,2.073928595,2.07857132,2.127857208,965633200,1.820691228
23/06/2006,2.148928642,2.097500086,2.132857084,2.101071358,660203600,1.797771931
26/06/2006,2.114285707,2.084642887,2.113214254,2.106785774,466536000,1.802661419
27/06/2006,2.11500001,2.049999952,2.110357046,2.051071405,550611600,1.75499022
28/06/2006,2.04642868,1.978928566,2.046071529,2.000714302,850704400,1.711901784
29/06/2006,2.110357046,2.013928652,2.027142763,2.106071472,873398400,1.802050352
30/06/2006,2.0625,2.017857075,2.056785822,2.045357227,739695600,1.750100374
03/07/2006,2.077857256,2.047857046,2.054285765,2.069642782,194770800,1.770879865
05/07/2006,2.057142973,2.019999981,2.041071415,2.035714388,518240800,1.741849542
06/07/2006,2.049999952,1.986071467,2.038928509,1.991785765,633208800,1.704262257
07/07/2006,2.01964283,1.952499986,1.981428623,1.978571415,799360800,1.692955613
10/07/2006,2.017499924,1.946428537,1.989285707,1.964285731,529345600,1.680732369
11/07/2006,1.999642849,1.94749999,1.968214273,1.987499952,825022800,1.70059526
12/07/2006,1.972857118,1.889999986,1.97035718,1.89142859,927329200,1.618391991
13/07/2006,1.932857156,1.836071372,1.858214259,1.866071463,1249906000,1.596695781
14/07/2006,1.888928533,1.791428566,1.875,1.809642911,993036800,1.548412204
17/07/2006,1.896785736,1.844642878,1.847499967,1.870357156,1024542400,1.600362182
18/07/2006,1.923214316,1.85178566,1.898571372,1.889285684,1000448400,1.616558433
19/07/2006,1.96714282,1.870000005,1.89142859,1.932142854,1390743200,1.653229117
20/07/2006,2.199642897,2.132857084,2.177142859,2.160714388,1972146400,1.848805308
21/07/2006,2.18392849,2.130000114,2.136428595,2.168571472,891892400,1.855527639
24/07/2006,2.217857122,2.158214331,2.187857151,2.193571329,722856400,1.876918793
25/07/2006,2.217499971,2.170714378,2.206428528,2.211785793,589069600,1.892504573
26/07/2006,2.308571339,2.202857256,2.214285612,2.281071424,898427600,1.951787829
27/07/2006,2.322142839,2.244999886,2.303571463,2.264285803,735044800,1.937425494
28/07/2006,2.345714331,2.267857075,2.283571482,2.342499971,691507600,2.004349232
31/07/2006,2.451071501,2.367142916,2.386785746,2.427142859,892841600,2.076773882
01/08/2006,2.426071405,2.355000019,2.400714397,2.399285793,711765600,2.052937984
02/08/2006,2.452857256,2.411071539,2.416071415,2.434285641,550768400,2.082885504
03/08/2006,2.5,2.421785831,2.425357103,2.485357046,841044400,2.126583815
04/08/2006,2.450357199,2.319999933,2.39464283,2.439285755,1852866400,2.08716321
07/08/2006,2.485714197,2.368214369,2.418571472,2.400357246,1245512800,2.053854942
08/08/2006,2.396785736,2.303928614,2.396071434,2.313571453,997864000,1.979596853
09/08/2006,2.342857122,2.264285803,2.336785793,2.271071434,955838800,1.943231344
10/08/2006,2.314642906,2.239285707,2.258928537,2.288214207,697760000,1.957900763
11/08/2006,2.290357113,2.234999895,2.258214235,2.27321434,777529200,1.94506526
14/08/2006,2.329285622,2.271428585,2.287499905,2.283571482,717620400,1.95392704
15/08/2006,2.375,2.314285755,2.333571434,2.373214245,861352800,2.030629873
16/08/2006,2.43107152,2.368928671,2.396428585,2.427857161,781284000,2.077384472
17/08/2006,2.452142954,2.399285793,2.428571463,2.413928509,581148400,2.065466881
18/08/2006,2.442857027,2.402142763,2.418214321,2.425357103,536354000,2.07524538
21/08/2006,2.403928518,2.362499952,2.403571367,2.377142906,526226400,2.033991575
22/08/2006,2.440000057,2.375,2.38142848,2.414999962,576968000,2.0663836
23/08/2006,2.451785803,2.390714169,2.428571463,2.403928518,536258800,2.056910038
24/08/2006,2.435357094,2.366785765,2.424642801,2.421785831,655191600,2.072190285
25/08/2006,2.466071367,2.403928518,2.404999971,2.455357075,543958800,2.100914478
28/08/2006,2.450357199,2.38142848,2.446428537,2.392142773,738161200,2.046825409
29/08/2006,2.402142763,2.32571435,2.392499924,2.374285698,947332400,2.031546831
30/08/2006,2.422142744,2.38142848,2.404999971,2.391428471,680142400,2.046214819
31/08/2006,2.439285755,2.380714178,2.402857065,2.423214197,574697200,2.07341218
01/09/2006,2.451785803,2.422142744,2.445714235,2.442142963,408494800,2.089608908
05/09/2006,2.553571463,2.448214293,2.463214397,2.552857161,1012457600,2.184340477
06/09/2006,2.560357094,2.489285707,2.538571358,2.501071453,974103200,2.140030146
07/09/2006,2.624285698,2.508928537,2.521428585,2.599999905,1267957600,2.224677801
08/09/2006,2.627500057,2.568214178,2.620357037,2.589999914,895921600,2.216121674
11/09/2006,2.633214235,2.550714254,2.586785793,2.589285612,949124400,2.215510607
12/09/2006,2.623214245,2.551785707,2.600357056,2.593928576,1684687200,2.219482422
13/09/2006,2.654285669,2.58214283,2.60178566,2.650000095,1146138000,2.267460108
14/09/2006,2.666785717,2.623571396,2.632857084,2.648928642,801729600,2.266543388
15/09/2006,2.677857161,2.617500067,2.66428566,2.646428585,981853600,2.264404535
18/09/2006,2.673571348,2.617857218,2.635714293,2.638928652,705278000,2.257987499
19/09/2006,2.655714273,2.599999905,2.646428585,2.634642839,710049200,2.254320145
20/09/2006,2.702857256,2.650714397,2.656428576,2.687857151,822791200,2.299852848
21/09/2006,2.716428518,2.643571377,2.6875,2.666071415,794124800,2.281212091
22/09/2006,2.654999971,2.59214282,2.653571367,2.607142925,665112000,2.230789185
25/09/2006,2.709285736,2.632857084,2.636071444,2.705357075,858992400,2.31482625
26/09/2006,2.777857065,2.717857122,2.720714331,2.771785736,1102948000,2.371665955
27/09/2006,2.766785622,2.707857132,2.756071329,2.728928566,810373200,2.33499527
28/09/2006,2.767142773,2.712500095,2.750714302,2.750357151,723609600,2.353329897
29/09/2006,2.768571377,2.738571405,2.753928661,2.749285698,405812400,2.352414131
02/10/2006,2.709642887,2.653571367,2.682142973,2.673571348,712639200,2.287628889
03/10/2006,2.676785707,2.613928556,2.658928633,2.645714283,790708800,2.26379323
04/10/2006,2.694999933,2.612857103,2.646428585,2.692142963,829082800,2.303519249
05/10/2006,2.720000029,2.647500038,2.661785603,2.672499895,683883200,2.286712646
06/10/2006,2.680000067,2.636071444,2.65785718,2.650714397,466958800,2.268071175
09/10/2006,2.681428671,2.626071453,2.635714293,2.665357113,438222400,2.280600309
10/10/2006,2.663571358,2.609999895,2.662142754,2.636071444,531588400,2.255542994
11/10/2006,2.642142773,2.592857122,2.622142792,2.615357161,571855200,2.237818241
12/10/2006,2.692500114,2.62857151,2.628928661,2.687857151,592855200,2.299852848
13/10/2006,2.745714188,2.669285774,2.701071501,2.679285765,684196800,2.292518377
16/10/2006,2.710000038,2.671071529,2.685357094,2.692857027,508692800,2.304130316
17/10/2006,2.688214302,2.644285679,2.680000067,2.653214216,480925200,2.270210505
18/10/2006,2.691785812,2.639642954,2.669642925,2.661785603,1133907600,2.277544022
19/10/2006,2.85535717,2.791428566,2.830714226,2.821071386,1512977200,2.413836479
20/10/2006,2.856785774,2.809642792,2.820357084,2.85535717,639413600,2.44317317
23/10/2006,2.924999952,2.848214388,2.856785774,2.909285784,832507200,2.489316463
24/10/2006,2.917142868,2.864285707,2.900357246,2.89464283,463212400,2.476787329
25/10/2006,2.928571463,2.893214226,2.905357122,2.917142868,485214800,2.496039629
26/10/2006,2.950000048,2.897500038,2.924999952,2.935357094,432756800,2.511624813
27/10/2006,2.944642782,2.857500076,2.919642925,2.871785641,594966400,2.457230091
30/10/2006,2.889285803,2.839285612,2.856785774,2.872142792,499917600,2.457535028
31/10/2006,2.917142868,2.865357161,2.908928633,2.895714283,501474400,2.477704287
01/11/2006,2.906428576,2.798571348,2.896428585,2.827142954,611192400,2.41903162
02/11/2006,2.832857132,2.803571463,2.818571329,2.820714235,465483200,2.413531303
03/11/2006,2.840357065,2.778214216,2.834285736,2.796071529,431888800,2.392446041
06/11/2006,2.859285831,2.801071405,2.819642782,2.846785784,434576800,2.435838699
07/11/2006,2.892857075,2.86178565,2.873214245,2.875357151,525932400,2.46028614
08/11/2006,2.953214169,2.853214264,2.857857227,2.944642782,690916800,2.519570112
09/11/2006,3.024642944,2.932857037,2.96071434,2.976428509,923053600,2.546767473
10/11/2006,2.985714197,2.946428537,2.98392868,2.968571424,373864400,2.540044308
13/11/2006,3.01607132,2.951428652,2.972142935,3.012500048,450674000,2.57763195
14/11/2006,3.035714388,2.99642849,3.028571367,3.035714388,588954800,2.597495317
15/11/2006,3.067857027,3,3.037499905,3.001785755,655323200,2.568464518
16/11/2006,3.08214283,3.022142887,3.031071424,3.057499886,693940800,2.616135359
17/11/2006,3.069285631,3.035714388,3.040714264,3.06607151,466424000,2.623470068
20/11/2006,3.107142925,3.04285717,3.049999952,3.088214397,570794000,2.642416477
21/11/2006,3.16428566,3.111071348,3.122142792,3.16428566,622666800,2.707506418
22/11/2006,3.241071463,3.137500048,3.178214312,3.225357056,671941200,2.759762526
24/11/2006,3.324285746,3.196428537,3.19749999,3.272500038,518677600,2.800099373
27/11/2006,3.327142954,3.196428537,3.303928614,3.197857141,1074836000,2.736231804
28/11/2006,3.284642935,3.211071491,3.227142811,3.278928518,1036173600,2.805599451
29/11/2006,3.326785803,3.223214388,3.321428537,3.278571367,1157083200,2.805294752
30/11/2006,3.309999943,3.252142906,3.293214321,3.273571491,870486400,2.801016569
01/12/2006,3.297499895,3.217857122,3.278571367,3.261428595,795079600,2.790625811
04/12/2006,3.287499905,3.232142925,3.281428576,3.254285812,709536800,2.78451395
05/12/2006,3.297499895,3.245357037,3.27321434,3.259642839,662838400,2.78909874
06/12/2006,3.263928652,3.202500105,3.237142801,3.208214283,638184400,2.745093584
07/12/2006,3.232142925,3.103571415,3.215357065,3.108571529,1004827600,2.659834623
08/12/2006,3.192500114,3.107142925,3.115357161,3.152142763,784277200,2.697116375
11/12/2006,3.189285755,3.14464283,3.174999952,3.169642925,499780400,2.712090492
12/12/2006,3.172857046,3.054642916,3.164642811,3.076428652,1026620000,2.632331848
13/12/2006,3.18107152,3.112499952,3.14107132,3.180357218,857052000,2.72125864
14/12/2006,3.214285612,3.152142763,3.180357218,3.162499905,832330800,2.70597887
15/12/2006,3.186428547,3.118928671,3.179285765,3.132857084,739939200,2.680615187
18/12/2006,3.142857075,3.021071434,3.129642963,3.05250001,721576800,2.611857414
19/12/2006,3.095714331,2.986428499,3.02607131,3.082499981,911405600,2.637525797
20/12/2006,3.09535718,3.026428461,3.088214397,3.027142763,567691600,2.590159893
21/12/2006,3.052857161,2.935714245,3.025000095,2.96071434,903599200,2.533321142
22/12/2006,3.001428604,2.91428566,2.980714321,2.935714245,613303600,2.511930227
26/12/2006,2.948928595,2.888928652,2.93392849,2.911071539,490688800,2.490844727
27/12/2006,2.928571463,2.741785765,2.791071415,2.91142869,1935754800,2.491150618
28/12/2006,2.901785612,2.844642878,2.86500001,2.88821435,1119876800,2.471287489
29/12/2006,3.049999952,2.977142811,2.998214245,3.029999971,1076429200,2.592605114
03/01/2007,3.09214282,2.924999952,3.081785679,2.992857218,1238319600,2.560824871
04/01/2007,3.069642782,2.99357152,3.001785755,3.059285641,847260400,2.61766386
05/01/2007,3.07857132,3.014285803,3.063214302,3.037499905,834741600,2.599022865
08/01/2007,3.090357065,3.045714378,3.069999933,3.05250001,797106800,2.611857414
09/01/2007,3.320714235,3.041071415,3.087500095,3.30607152,3349298400,2.828824997
10/01/2007,3.492857218,3.337500095,3.383928537,3.464285612,2952880000,2.96420002
11/01/2007,3.456428528,3.396428585,3.426428556,3.42142868,1440252800,2.927529097
12/01/2007,3.394999981,3.329642773,3.378214359,3.379285812,1312690400,2.891470909
16/01/2007,3.473214388,3.408928633,3.417142868,3.467857122,1244076400,2.967255592
17/01/2007,3.485714197,3.386428595,3.484285831,3.39107132,1646260000,2.901554585
18/01/2007,3.289642811,3.180357218,3.28928566,3.18107152,2364605600,2.721868753
19/01/2007,3.201785803,3.147142887,3.165357113,3.160714388,1364473600,2.704450607
22/01/2007,3.184285641,3.05892849,3.183571339,3.099642754,1454026000,2.652194738
23/01/2007,3.125357151,3.053928614,3.061785698,3.060714245,1207424400,2.618886471
24/01/2007,3.112499952,3.074285746,3.095714331,3.096428633,927813600,2.649444818
25/01/2007,3.160714388,3.07249999,3.111071348,3.080357075,905973600,2.635693312
26/01/2007,3.120357037,3.035357237,3.111071348,3.04928565,986874000,2.609106779
29/01/2007,3.094642878,3.054642916,3.08214283,3.069285631,901664400,2.626219749
30/01/2007,3.088928461,3.044642925,3.086785793,3.055357218,577970400,2.61430192
31/01/2007,3.071428537,3.012500048,3.030714273,3.061785698,856069200,2.61980319
01/02/2007,3.081071377,3.026428461,3.079642773,3.026428461,664342000,2.589550257
02/02/2007,3.044642925,2.989285707,3.004285812,3.026785612,621530000,2.589855194
05/02/2007,3.043928623,2.997857094,3.010714293,2.997857094,578852400,2.565102816
06/02/2007,3.016785622,2.959285736,3.01607132,3.005357027,864393600,2.571519852
07/02/2007,3.085000038,2.98392868,3.017142773,3.076785803,1066825200,2.632637024
08/02/2007,3.089642763,3.050357103,3.051071405,3.077857256,679030800,2.633554459
09/02/2007,3.07857132,2.971785784,3.067142963,2.97392869,860540800,2.544628859
12/02/2007,3.042142868,2.98678565,3.015357256,3.031428576,724071600,2.593828201
13/02/2007,3.046071529,3.010714293,3.041428566,3.025000095,580986000,2.588326454
14/02/2007,3.058571339,3.020357132,3.022500038,3.04642868,507981600,2.606662989
15/02/2007,3.057857037,3.027857065,3.051428556,3.043214321,363661200,2.603911638
16/02/2007,3.050357103,3.023571491,3.044642925,3.02964282,399868000,2.5922997
20/02/2007,3.077142954,3.005714178,3.02321434,3.067857027,617702400,2.624997616
21/02/2007,3.196071386,3.069999933,3.070714235,3.185714245,1155313600,2.725841045
22/02/2007,3.243214369,3.161785603,3.242857218,3.196785688,838224800,2.735314131
23/02/2007,3.226428509,3.173214197,3.184285641,3.18107152,517893600,2.721868753
26/02/2007,3.214285612,3.128928661,3.208571434,3.161071539,615848800,2.704756498
27/02/2007,3.109999895,2.978928566,3.08214283,2.997499943,1145813200,2.564797163
28/02/2007,3.057142973,2.964285612,2.964285612,3.021785736,919475200,2.58557725
01/03/2007,3.153928518,2.991071463,3.001071453,3.109285831,1415528800,2.66044569
02/03/2007,3.126428604,3.043214321,3.09892869,3.050357103,860000400,2.610023975
05/03/2007,3.166071415,3.062857151,3.067500114,3.082857132,838899600,2.637832165
06/03/2007,3.153928518,3.12142849,3.135714293,3.149642944,723186800,2.694977283
07/03/2007,3.17750001,3.123214245,3.14464283,3.132857084,626284400,2.680615187
08/03/2007,3.168571472,3.123571396,3.163928509,3.142857075,511011200,2.689170837
09/03/2007,3.173214197,3.12142849,3.17142868,3.141785622,451836000,2.68825388
12/03/2007,3.213928461,3.142499924,3.145357132,3.209642887,729408400,2.746315956
13/03/2007,3.235714197,3.157142878,3.193214178,3.157142878,867890800,2.701394558
14/03/2007,3.214285612,3.140000105,3.16428566,3.214285612,796586000,2.750288725
15/03/2007,3.227142811,3.189642906,3.212857246,3.198928595,559498800,2.737148762
16/03/2007,3.213928461,3.190000057,3.197857141,3.199642897,571704000,2.737759113
19/03/2007,3.26964283,3.199642897,3.222857237,3.254642963,712961200,2.784820557
20/03/2007,3.279999971,3.252142906,3.262500048,3.267142773,488916400,2.795515537
21/03/2007,3.357142925,3.27321434,3.285357237,3.352499962,686896000,2.868550777
22/03/2007,3.369999886,3.321428537,3.347500086,3.355714321,561492400,2.871300936
23/03/2007,3.359642744,3.33214283,3.333928585,3.339999914,450884000,2.857855558
26/03/2007,3.424999952,3.33214283,3.356785774,3.423214197,864987200,2.929057121
27/03/2007,3.458214283,3.392857075,3.418214321,3.409285784,932052800,2.917139292
28/03/2007,3.407142878,3.326785803,3.388571501,3.329999924,942337200,2.849298954
29/03/2007,3.363928556,3.293928623,3.363928556,3.348214388,725723600,2.864884377
30/03/2007,3.38142848,3.3125,3.367142916,3.318214178,600558000,2.839214563
02/04/2007,3.366071463,3.322142839,3.362142801,3.344642878,501992400,2.861828089
03/04/2007,3.40107131,3.348571539,3.362142801,3.375,583934400,2.887803316
04/04/2007,3.397857189,3.36178565,3.390714169,3.366785765,476784000,2.88077426
05/04/2007,3.38142848,3.339999914,3.361428499,3.38142848,355516000,2.893303871
09/04/2007,3.403571367,3.322857141,3.400357246,3.344642878,413341600,2.861828089
10/04/2007,3.366428614,3.336071491,3.34535718,3.366071463,352466800,2.880163908
11/04/2007,3.35535717,3.297499895,3.353571415,3.306785822,549018400,2.829436064
12/04/2007,3.296785831,3.24000001,3.287142754,3.292500019,656675600,2.817212105
13/04/2007,3.264285803,3.216428518,3.24642849,3.222857237,719941600,2.757622957
16/04/2007,3.267857075,3.223214388,3.234642744,3.265357256,609033600,2.793987513
17/04/2007,3.29642868,3.20357132,3.285714388,3.22678566,751920400,2.760983944
18/04/2007,3.244642973,3.200000048,3.220000029,3.228571415,464044000,2.762511969
19/04/2007,3.258928537,3.208214283,3.221071482,3.22392869,425913600,2.758539677
20/04/2007,3.25642848,3.23392868,3.246071339,3.248928547,522779600,2.779929399
23/04/2007,3.349999905,3.265000105,3.271071434,3.339642763,780290000,2.857549429
24/04/2007,3.442500114,3.260714293,3.355714321,3.329999924,1055252800,2.849298954
25/04/2007,3.407142878,3.349999905,3.365357161,3.405357122,1187144000,2.913778067
26/04/2007,3.660714388,3.510714293,3.627857208,3.529999971,1737778000,3.020427942
27/04/2007,3.569642782,3.488928556,3.50642848,3.568571329,699403600,3.053430796
30/04/2007,3.607142925,3.559642792,3.574642897,3.564285755,616509600,3.04976511
01/05/2007,3.583928585,3.51964283,3.556785822,3.55250001,532523600,3.039680243
02/05/2007,3.590714216,3.55250001,3.55892849,3.585357189,505145200,3.0677948
03/05/2007,3.623214245,3.571785688,3.597500086,3.58571434,576077600,3.068099499
04/05/2007,3.62857151,3.589285612,3.599999905,3.600357056,381987200,3.080628872
07/05/2007,3.72678566,3.607500076,3.609999895,3.711428642,861557200,3.175666809
08/05/2007,3.755357027,3.693571329,3.695357084,3.752142906,783997200,3.210503101
09/05/2007,3.819999933,3.746071339,3.746785641,3.817142963,717757600,3.266120434
